CustomerID,TotalSpend,PurchaseFrequency,PreferredProduct,IsVIP
110,15808.83,0.83,Smartphones,1
111,2976.22,0.5,Laptops,1
112,6535.32,0.75,Headphones,1
113,5004.72,0.4,Smartphones,1
114,8988.35,0.58,Laptops,1
115,1441.23,1.0,Laptops,0
116,5233.05,0.38,Smartphones,1
117,6325.36,0.41,Smartphones,1
118,16289.55,0.95,Smartphones,1
119,12985.84,1.07,Smartphones,1
120,5687.71,0.4,Smartphones,0
121,10488.71,1.11,Headphones,1
122,1818.06,0.4,Headphones,0
123,18308.67,1.0,Smartphones,1
124,12606.49,0.78,Smartphones,1
125,9298.42,0.75,Smartphones,1
126,12414.34,0.83,Smartphones,1
127,594.26,0.67,Headphones,0
128,5009.42,0.43,Smartphones,1
129,10879.93,0.84,Smartphones,1
130,10723.7,1.0,Smartphones,1
131,1744.62,0.24,Headphones,1
132,5543.58,0.61,Headphones,1
133,1071.8,1.0,Smartphones,0
134,2540.43,0.33,Smartphones,1
135,14948.48,1.0,Smartphones,1
136,10594.6,1.17,Smartphones,1
137,11085.13,0.8,Smartphones,1
138,5361.67,0.3,Headphones,1
139,11237.44,0.76,Smartphones,1
140,558.94,0.14,Smartphones,0
141,3419.92,0.19,Laptops,1
142,13408.91,0.94,Smartphones,1
143,8397.49,0.65,Smartphones,1
144,15608.5,1.11,Smartphones,1
145,9923.04,0.68,Headphones,1
146,8341.64,0.47,Smartphones,1
147,12109.82,0.89,Smartphones,1
148,3991.67,0.27,Smartphones,1
149,4885.15,0.64,Smartphones,1
150,3424.09,0.39,Headphones,1
151,9214.52,0.84,Smartphones,1
152,7376.9,0.61,Headphones,1
153,15334.41,1.0,Smartphones,1
154,9826.05,1.0,Smartphones,1
155,15514.9,0.95,Smartphones,1
156,1881.19,0.22,Laptops,0
157,9070.31,0.45,Laptops,1
158,838.49,1.0,Smartphones,0
159,5121.44,0.35,Smartphones,1
160,9688.46,0.62,Smartphones,1
161,168.43,1.0,Headphones,0
162,1023.42,0.18,Headphones,1
163,10513.63,0.8,Headphones,1
164,13682.22,1.06,Smartphones,1
165,9775.42,0.71,Smartphones,1
166,7229.54,0.53,Laptops,1
167,14482.54,1.0,Smartphones,1
168,6014.76,0.31,Smartphones,1
169,3101.4,0.47,Headphones,1
170,2891.73,0.33,Smartphones,0
171,10431.89,0.6,Smartphones,1
172,13221.88,1.06,Smartphones,1
173,7370.82,0.3,Smartphones,1
174,10708.44,0.68,Smartphones,1
175,11076.37,0.63,Smartphones,1
176,1246.49,0.29,Smartphones,0
177,10197.02,0.71,Laptops,1
178,15379.53,1.12,Smartphones,1
179,1969.58,0.67,Laptops,0
180,8329.97,0.7,Smartphones,1
181,10121.51,0.75,Headphones,0
182,4950.32,0.31,Smartphones,1
183,317.02,1.0,Smartphones,0
184,10619.19,1.18,Headphones,1
185,6595.86,0.59,Headphones,1
186,3881.76,0.25,Laptops,1
187,1522.73,0.29,Headphones,0
188,16686.22,0.95,Smartphones,1
189,4177.61,0.67,Smartphones,1
190,11503.09,0.71,Laptops,1
191,17748.24,1.05,Laptops,1
192,8638.37,0.79,Smartphones,1
193,12837.75,0.8,Smartphones,1
194,14389.36,0.8,Laptops,1
195,14020.8,1.0,Smartphones,1
196,12277.46,1.11,Smartphones,1
197,73.09,1.0,Headphones,0
198,1423.59,0.22,Smartphones,0
199,12845.39,0.89,Smartphones,1
200,12380.91,0.79,Smartphones,1
201,244.5,1.0,Headphones,0
202,677.22,1.0,Smartphones,0
203,11936.27,0.89,Smartphones,1
204,224.24,1.0,Headphones,0
205,10610.98,0.55,Laptops,1
206,13813.55,0.94,Tablets,1
207,2693.02,0.38,Smartphones,0
208,13838.97,1.0,Smartphones,1
209,6547.23,0.65,Headphones,1
210,6369.1,0.58,Headphones,1
211,7151.11,0.35,Smartphones,1
212,11414.0,0.78,Smartphones,1
213,1850.44,1.0,Laptops,0
214,9029.99,0.64,Laptops,1
215,1941.53,0.2,Smartphones,0
216,731.51,0.18,Headphones,0
217,5354.33,0.39,Smartphones,1
218,16622.3,1.25,Laptops,1
219,2219.28,0.46,Smartphones,0
220,1574.74,1.0,Laptops,0
221,12483.71,1.0,Smartphones,1
222,16017.56,1.0,Smartphones,1
223,15908.0,0.95,Smartphones,1
224,8885.33,0.68,Headphones,1
225,11623.22,0.7,Smartphones,1
226,9806.53,0.65,Laptops,1
227,10986.03,0.83,Smartphones,1
228,14737.39,1.11,Smartphones,1
229,14494.43,1.11,Smartphones,1
230,6949.84,0.61,Smartphones,1
231,14842.94,0.85,Smartphones,0
232,16125.38,1.0,Smartphones,1
233,2206.24,1.0,Laptops,0
234,5528.68,0.4,Laptops,1
235,736.5,2.0,Smartphones,1
236,13297.52,1.07,Smartphones,0
237,2258.37,0.27,Smartphones,0
238,1555.94,0.5,Smartphones,0
239,12510.87,0.74,Smartphones,1
240,2173.79,0.83,Headphones,0
241,6960.07,0.63,Headphones,1
242,10540.17,1.06,Smartphones,1
243,4521.72,0.55,Smartphones,1
244,9393.26,0.53,Laptops,0
245,12748.97,0.76,Laptops,1
246,1953.58,0.25,Smartphones,1
247,12984.87,0.82,Smartphones,1
248,13486.46,0.95,Smartphones,1
249,9002.82,0.67,Smartphones,0
250,12537.31,0.79,Smartphones,1
251,14428.45,1.11,Smartphones,1
252,12050.6,1.06,Smartphones,1
253,9701.16,0.63,Smartphones,1
254,17591.42,1.0,Smartphones,1
255,12016.99,0.85,Smartphones,1
256,9250.88,1.0,Smartphones,1
257,6700.22,0.5,Smartphones,0
258,1227.69,0.5,Headphones,0
259,11223.21,0.8,Smartphones,1
260,11318.02,0.75,Smartphones,1
261,8265.26,0.71,Headphones,1
262,1769.17,0.4,Headphones,1
263,13052.77,0.93,Smartphones,0
264,12753.83,1.12,Smartphones,1
265,4997.37,0.44,Smartwatches,1
266,3737.19,0.3,Smartphones,1
267,5475.87,0.41,Smartphones,1
268,13745.07,0.94,Smartphones,1
269,8787.85,0.88,Smartphones,1
270,4915.69,0.5,Smartphones,1
271,3177.71,0.3,Smartphones,1
272,3576.77,0.31,Laptops,1
273,17097.87,1.0,Laptops,1
274,336.75,1.0,Headphones,0
275,13078.41,0.85,Smartphones,1
276,3023.5,0.58,Smartphones,1
277,15907.46,1.0,Smartphones,1
278,7163.06,0.77,Smartphones,1
279,9317.21,0.76,Smartphones,1
280,7775.76,1.06,Headphones,1
281,5956.61,0.45,Laptops,1
282,16148.61,0.84,Smartphones,1
283,6582.56,0.56,Smartphones,1
284,2127.55,0.28,Headphones,0
285,18735.7,0.95,Laptops,1
286,5365.37,0.31,Laptops,1
287,16250.76,0.95,Laptops,1
288,6829.08,0.35,Laptops,1
289,10679.94,0.89,Smartphones,1
290,3434.95,0.33,Laptops,1
291,9540.45,0.94,Headphones,1
292,5629.24,0.47,Smartphones,1
293,12988.29,1.0,Smartphones,1
294,5658.02,0.67,Smartphones,1
295,9456.34,0.82,Headphones,1
296,10834.7,0.88,Smartphones,0
297,3702.89,0.26,Smartphones,1
298,3358.35,0.42,Smartphones,1
299,9362.06,0.94,Smartphones,1
300,9142.77,0.58,Smartphones,1
301,13983.71,1.06,Smartphones,1
302,3448.49,0.21,Smartphones,1
303,8803.51,0.88,Headphones,1
304,5494.9,0.53,Smartphones,1
305,16548.84,0.95,Smartphones,1
306,655.1,0.22,Headphones,0
307,16681.52,0.8,Smartphones,1
308,12728.5,1.18,Smartphones,1
309,13096.33,1.05,Smartphones,1
310,8897.52,0.89,Smartphones,1
311,2907.88,0.19,Smartphones,0
312,11984.3,0.84,Smartphones,1
313,15891.53,1.0,Smartphones,1
314,10887.95,0.6,Laptops,1
315,18947.88,1.06,Smartphones,0
316,9380.38,1.06,Smartphones,1
317,2256.95,0.23,Smartphones,0
318,11648.59,0.94,Smartphones,1
319,11062.71,1.19,Headphones,1
320,1565.05,0.29,Smartphones,0
321,5162.13,0.47,Smartphones,1
322,8372.79,0.78,Smartphones,1
323,9508.76,0.67,Smartphones,1
324,10935.36,0.83,Smartphones,1
325,15686.83,1.0,Smartphones,1
326,16059.51,0.84,Smartphones,1
327,12654.18,1.13,Smartphones,1
328,11290.84,0.9,Smartphones,1
329,4134.15,0.36,Smartphones,1
330,6887.33,0.45,Smartphones,1
331,9781.88,0.58,Smartphones,1
332,12280.57,1.0,Smartphones,1
333,16255.76,1.12,Smartphones,1
334,15003.68,1.0,Smartphones,1
335,5591.16,0.41,Smartphones,1
336,13474.36,1.0,Smartphones,1
337,16350.57,1.0,Smartphones,1
338,13157.78,1.06,Smartphones,1
339,1740.16,0.28,Headphones,0
340,14338.05,0.95,Smartphones,1
341,11175.18,0.89,Smartphones,1
342,14686.64,0.89,Smartphones,1
343,5646.69,0.5,Laptops,1
344,12959.56,0.72,Smartphones,1
345,8528.71,0.65,Headphones,1
346,14377.46,1.05,Smartphones,1
347,14162.47,0.89,Smartphones,1
348,11612.97,1.0,Smartphones,1
349,6242.23,0.65,Smartphones,1
350,15684.57,1.05,Smartphones,1
351,6303.28,0.5,Smartphones,1
352,12140.69,0.83,Smartphones,1
353,1901.75,0.4,Smartphones,0
354,15218.42,0.84,Smartphones,1
355,290.31,1.0,Headphones,0
356,3310.87,0.21,Smartphones,1
357,6629.32,0.64,Smartphones,1
358,9557.77,0.75,Laptops,1
359,12155.45,1.05,Smartphones,1
360,16984.62,1.0,Smartphones,1
361,691.43,1.0,Smartphones,0
362,4699.45,0.28,Smartphones,1
363,17125.36,1.05,Smartphones,1
364,894.62,1.0,Smartphones,0
365,683.28,1.0,Smartphones,0
366,59.37,1.0,Headphones,1
367,15805.54,1.0,Smartphones,1
368,8098.74,0.62,Smartphones,1
369,4065.02,0.33,Smartphones,1
370,11305.92,0.89,Smartphones,1
371,8282.24,0.67,Smartphones,1
372,7426.82,0.56,Smartphones,0
373,12084.07,0.9,Headphones,1
374,1959.73,0.17,Smartphones,0
375,4479.19,0.5,Smartphones,1
376,3669.56,0.55,Laptops,1
377,518.87,1.0,Smartwatches,0
378,1684.64,0.17,Laptops,0
379,353.34,1.0,Headphones,0
380,4483.48,0.26,Smartphones,0
381,4618.84,0.47,Headphones,1
382,4736.81,0.47,Smartphones,1
383,5178.86,0.33,Smartphones,0
384,10249.94,0.81,Smartphones,1
385,1874.63,0.2,Headphones,1
386,18411.22,0.95,Laptops,0
387,9122.89,0.65,Smartphones,1
388,7022.36,0.74,Headphones,1
389,6686.9,0.56,Smartphones,1
390,4126.4,0.4,Smartphones,1
391,926.19,0.21,Headphones,0
392,1916.36,1.0,Laptops,0
393,1856.66,1.0,Laptops,0
394,7134.47,0.4,Smartphones,1
395,13499.91,1.0,Smartphones,1
396,14236.62,0.89,Laptops,1
397,8543.95,0.75,Smartphones,1
398,14664.68,1.0,Smartphones,1
399,13702.84,0.9,Smartphones,1
400,698.91,0.25,Smartphones,0
401,12222.48,0.79,Smartphones,1
402,6534.19,0.63,Smartphones,0
403,2074.87,0.5,Laptops,0
404,5127.09,0.29,Smartphones,1
405,9700.69,0.55,Smartphones,1
406,5529.41,0.42,Laptops,1
407,908.49,0.5,Smartphones,0
408,18507.99,1.05,Laptops,1
409,884.65,0.25,Smartphones,0
410,15994.1,1.12,Smartphones,1
411,3088.41,0.24,Smartphones,1
412,4280.72,0.55,Smartphones,1
413,10713.59,0.79,Smartphones,1
414,6502.62,0.67,Smartphones,1
415,10954.79,0.74,Smartphones,1
416,16068.2,1.0,Smartphones,1
417,18596.0,0.95,Smartphones,0
418,6873.87,0.5,Smartphones,1
419,8856.04,0.68,Smartphones,1
420,7102.7,0.72,Headphones,1
421,10583.17,0.65,Laptops,1
422,3636.75,0.33,Smartphones,1
423,15234.22,0.85,Smartphones,1
424,3445.51,0.4,Smartphones,0
425,2605.84,0.24,Smartphones,0
426,6278.43,0.47,Smartphones,1
427,3655.42,0.53,Smartphones,0
428,10077.84,0.78,Smartphones,1
429,7303.69,0.39,Smartphones,1
430,11546.16,0.95,Smartphones,1
431,14525.9,0.72,Laptops,1
432,8469.63,0.5,Headphones,1
433,3978.02,0.42,Smartphones,1
434,7015.69,0.42,Smartphones,0
435,10031.8,0.81,Smartphones,1
436,5604.56,0.5,Smartphones,1
437,5216.58,0.41,Smartphones,1
438,15090.72,1.06,Laptops,1
439,1832.9,0.38,Tablets,0
440,9479.28,0.69,Smartphones,1
441,10748.91,0.53,Smartphones,1
442,11758.32,0.8,Smartphones,1
443,9478.35,0.68,Smartphones,1
444,9184.33,0.75,Smartphones,1
445,3225.16,0.3,Smartphones,1
446,17835.97,1.05,Laptops,1
447,1419.97,0.13,Smartphones,1
448,4101.9,0.42,Smartphones,1
449,12761.7,0.72,Smartphones,1
450,7541.07,0.44,Smartphones,1
451,3552.9,0.15,Smartphones,1
452,10248.06,0.84,Smartphones,0
453,8463.06,0.55,Smartphones,0
454,1886.66,0.22,Smartphones,0
455,9115.72,0.6,Smartphones,0
456,10358.62,0.62,Laptops,1
457,12014.24,0.68,Smartphones,1
458,5326.41,0.37,Smartphones,1
459,6241.87,0.29,Smartphones,1
460,2284.73,0.22,Smartphones,0
461,4097.13,0.29,Headphones,1
462,8854.25,0.59,Smartphones,1
463,12078.51,0.63,Smartphones,1
464,14520.71,0.84,Laptops,1
465,2195.02,0.42,Headphones,0
466,4596.22,0.5,Laptops,0
467,134.79,1.0,Headphones,0
468,12841.52,0.75,Laptops,1
469,2883.68,0.28,Smartphones,1
470,3919.72,0.38,Smartphones,1
471,9518.96,0.75,Smartphones,1
472,2686.62,0.5,Smartphones,0
473,11469.03,0.89,Smartphones,1
474,3269.64,0.36,Tablets,1
475,2770.87,0.33,Headphones,0
476,11690.85,0.95,Headphones,1
477,11969.42,0.7,Smartphones,1
478,1367.77,0.12,Laptops,0
479,7562.82,0.83,Headphones,1
480,11423.37,0.8,Smartphones,1
481,15028.25,1.0,Smartphones,1
482,10071.39,0.72,Smartphones,1
483,12297.05,0.88,Smartphones,1
484,5025.06,0.46,Smartphones,1
485,13951.16,1.06,Smartphones,1
486,4917.48,0.31,Smartphones,1
487,13586.97,1.06,Headphones,1
488,14677.14,0.8,Smartphones,0
489,9115.43,1.0,Smartphones,1
490,13518.73,1.0,Smartphones,1
491,3705.82,0.22,Laptops,1
492,11787.51,1.12,Smartphones,1
493,3899.07,0.31,Smartphones,0
494,8031.73,0.6,Smartphones,1
495,8534.29,0.6,Headphones,1
496,2434.39,0.2,Smartphones,1
497,6369.15,0.5,Smartphones,1
498,3772.81,0.39,Headphones,0
499,14673.72,0.89,Laptops,0
500,5027.92,0.44,Smartphones,1
501,15707.75,0.82,Laptops,1
502,4164.02,0.43,Smartphones,1
503,1770.43,0.21,Headphones,1
504,7222.54,0.56,Smartphones,1
505,2731.28,0.27,Headphones,1
506,7339.39,0.67,Headphones,1
507,4480.98,0.57,Smartphones,1
508,6723.43,0.5,Laptops,1
509,4038.73,0.29,Smartphones,1
510,1810.66,0.33,Headphones,0
511,23711.11,1.0,Laptops,1
512,12901.77,0.72,Smartphones,1
513,14827.97,0.95,Smartphones,1
514,15466.93,1.0,Headphones,1
515,5662.76,0.6,Headphones,0
516,16168.4,0.74,Smartphones,1
517,14767.56,0.95,Headphones,1
518,6965.22,0.65,Smartphones,1
519,14765.33,0.95,Headphones,1
520,9068.85,0.56,Smartphones,1
521,15773.75,0.8,Smartphones,1
522,13421.6,0.84,Laptops,1
523,13736.84,1.0,Smartphones,1
524,1816.03,0.38,Smartphones,0
525,5682.98,0.82,Smartphones,1
526,5978.21,0.55,Headphones,1
527,7801.29,0.79,Smartphones,1
528,4883.32,0.55,Headphones,1
529,10984.13,0.89,Smartphones,0
530,6424.92,0.32,Headphones,1
531,2462.18,0.2,Smartphones,0
532,16459.76,1.0,Smartphones,1
533,9822.46,0.79,Headphones,0
534,16209.19,1.07,Laptops,1
535,1287.67,0.29,Smartphones,0
536,5961.22,0.5,Headphones,1
537,14045.65,1.0,Smartphones,1
538,10520.9,0.71,Smartphones,1
539,12796.48,0.9,Smartphones,1
540,9571.47,0.69,Smartphones,1
541,10951.59,0.85,Smartphones,1
542,5536.91,0.44,Smartphones,1
543,10325.37,0.71,Headphones,1
544,13727.79,0.84,Smartphones,1
545,12937.72,0.89,Laptops,1
546,6151.26,0.33,Smartphones,1
547,11307.45,0.5,Laptops,1
548,2257.02,0.33,Smartphones,0
549,4608.56,0.44,Smartphones,1
550,10035.85,0.74,Smartphones,1
551,13120.51,0.74,Smartphones,1
552,8828.9,0.5,Smartphones,1
553,6864.25,0.5,Smartphones,0
554,11804.6,0.79,Headphones,1
555,6459.16,0.8,Smartphones,1
556,6019.2,0.55,Headphones,1
557,8241.07,0.6,Smartphones,1
558,5994.57,0.53,Smartphones,1
559,3306.27,0.25,Laptops,1
560,5517.63,0.62,Smartphones,1
561,12230.93,0.65,Laptops,1
562,6453.15,0.76,Smartphones,1
563,1898.11,0.25,Smartphones,0
564,8449.91,0.44,Laptops,1
565,4073.18,0.42,Smartphones,1
566,13446.79,0.89,Smartphones,1
567,12516.03,0.89,Smartphones,1
568,904.56,1.0,Laptops,0
569,280.12,1.0,Headphones,0
570,1259.3,0.5,Smartphones,0
571,1985.14,2.0,Smartphones,1
572,4579.33,0.5,Smartphones,1
573,6395.23,0.42,Smartphones,1
574,4960.21,0.44,Headphones,1
575,10774.07,0.76,Headphones,1
576,8334.78,0.5,Smartphones,1
577,1437.09,0.33,Headphones,0
578,5915.61,0.69,Smartphones,1
579,12895.52,0.94,Smartphones,1
580,4175.04,0.18,Smartphones,1
581,11356.9,0.95,Smartphones,1
582,11919.14,0.94,Smartphones,1
583,1368.35,0.23,Headphones,0
584,10910.6,0.7,Smartphones,1
585,3158.99,0.45,Headphones,1
586,10566.86,0.69,Laptops,1
587,606.81,0.13,Smartphones,0
588,15410.13,1.29,Smartphones,1
589,4884.95,0.71,Smartphones,1
590,13081.24,0.95,Smartphones,1
591,10384.27,1.06,Smartphones,1
592,4279.79,0.31,Smartphones,1
593,12594.92,1.06,Smartphones,1
594,894.69,0.22,Smartphones,1
595,11891.99,0.9,Smartphones,1
596,8424.42,0.88,Headphones,1
597,4146.09,0.43,Laptops,1
598,3017.32,0.27,Smartphones,1
599,8007.11,0.8,Smartphones,1
600,12480.0,0.85,Smartphones,1
601,6050.39,0.41,Laptops,1
602,328.0,1.0,Headphones,0
603,1284.34,0.67,Smartphones,1
604,8922.52,0.76,Headphones,1
605,13141.98,0.89,Smartphones,1
606,469.84,1.0,Smartphones,1
607,11582.65,0.84,Smartphones,1
608,3440.84,0.35,Headphones,1
609,13716.8,0.67,Smartphones,1
610,1473.97,0.24,Smartphones,0
611,17633.01,1.0,Laptops,1
612,10491.47,0.58,Smartphones,1
613,13210.98,0.95,Headphones,1
614,13450.15,0.83,Smartphones,1
615,1975.6,2.0,Smartphones,1
616,497.26,0.14,Headphones,0
617,10911.68,0.7,Headphones,1
618,127.31,1.0,Headphones,0
619,2461.94,0.36,Smartphones,0
620,3650.96,0.17,Smartphones,1
621,6553.64,0.72,Headphones,1
622,11149.95,1.0,Headphones,1
623,13218.9,0.95,Smartphones,1
624,2790.84,0.62,Smartphones,0
625,8819.27,0.89,Smartphones,1
626,23585.34,1.0,Laptops,1
627,11091.82,0.61,Laptops,0
628,14269.03,0.95,Smartphones,1
629,663.73,1.0,Smartphones,0
630,3136.18,0.2,Smartphones,1
631,6588.43,0.53,Smartphones,1
632,4400.26,0.41,Tablets,0
633,2725.29,0.57,Smartphones,0
634,1041.84,1.0,Smartphones,0
635,8291.32,0.58,Smartphones,1
636,7254.61,0.5,Smartphones,1
637,5272.37,0.83,Headphones,1
638,11063.39,0.59,Laptops,1
639,8137.23,0.81,Headphones,1
640,8832.47,0.61,Headphones,1
641,8372.97,0.73,Smartphones,1
642,5973.81,0.56,Smartphones,1
643,9688.65,0.58,Smartphones,0
644,1532.9,0.17,Smartphones,0
645,10493.48,0.53,Laptops,1
646,10859.11,0.94,Headphones,1
647,2786.03,0.31,Smartphones,0
648,6576.28,0.55,Smartphones,1
649,3081.85,0.25,Headphones,1
650,2406.12,0.27,Smartphones,0
651,6784.86,0.74,Smartphones,1
652,11102.16,1.12,Smartphones,1
653,8668.15,0.6,Smartphones,1
654,12345.37,0.95,Headphones,0
655,10891.88,0.82,Smartphones,1
656,13853.47,0.62,Smartphones,0
657,6553.72,0.47,Smartphones,1
658,1560.57,0.8,Headphones,0
659,11046.47,0.53,Laptops,1
660,5259.54,0.62,Smartphones,0
661,7334.4,0.58,Smartphones,1
662,8893.62,0.65,Smartphones,1
663,3427.18,0.18,Smartphones,1
664,2126.03,0.26,Smartphones,1
665,2263.65,0.33,Smartphones,0
666,7377.99,0.5,Smartphones,1
667,13682.55,1.12,Smartphones,1
668,7590.3,0.61,Smartphones,1
669,11227.81,0.95,Smartphones,1
670,3986.16,0.42,Headphones,1
671,4257.77,0.37,Smartphones,1
672,660.36,1.0,Smartwatches,0
673,2756.23,0.29,Smartphones,0
674,8141.08,0.5,Laptops,1
675,2530.33,0.36,Smartphones,0
676,1762.72,0.17,Headphones,1
677,8995.52,0.61,Headphones,1
678,15293.47,0.85,Laptops,1
679,2098.67,0.12,Smartphones,0
680,8683.66,0.6,Smartphones,1
681,13569.96,1.12,Smartphones,1
682,11641.26,0.79,Smartphones,1
683,88.87,1.0,Headphones,0
684,13198.56,0.8,Smartphones,0
685,10613.74,0.8,Smartphones,1
686,5598.59,0.33,Smartphones,1
687,10601.41,0.9,Smartphones,1
688,4769.51,0.38,Laptops,1
689,11776.09,0.7,Smartphones,1
690,8536.03,0.62,Smartphones,1
691,10634.87,0.88,Headphones,1
692,6089.03,0.67,Smartphones,1
693,3539.2,0.26,Smartphones,1
694,14251.32,0.75,Smartphones,1
695,5737.78,0.37,Smartphones,1
696,109.92,1.0,Headphones,0
697,13315.39,0.8,Laptops,1
698,3749.84,0.35,Smartphones,1
699,7887.88,0.65,Smartphones,1
700,12968.24,0.87,Smartphones,1
701,13276.43,0.75,Smartphones,1
702,8202.05,0.79,Headphones,1
703,2446.74,0.2,Headphones,0
704,15168.9,1.0,Smartphones,1
705,10600.39,0.9,Smartphones,1
706,1966.08,3.0,Smartphones,1
707,4170.57,0.3,Laptops,1
708,5732.31,0.56,Headphones,1
709,7742.35,0.78,Smartphones,1
710,1504.74,1.0,Laptops,0
711,13920.86,1.0,Headphones,1
712,7580.83,0.56,Smartphones,1
713,17183.33,0.89,Smartphones,1
714,11642.9,1.0,Smartphones,0
715,4597.67,0.44,Smartphones,1
716,4597.58,0.67,Laptops,1
717,811.0,0.19,Headphones,0
718,8933.31,0.58,Smartphones,1
719,5746.39,0.57,Smartphones,1
720,253.57,1.0,Smartwatches,0
721,4927.63,0.69,Smartphones,1
722,875.16,1.0,Smartphones,0
723,7988.16,0.69,Smartphones,1
724,11485.08,0.68,Smartphones,1
725,6176.17,0.37,Smartphones,1
726,8347.27,0.86,Headphones,1
727,746.16,0.29,Smartphones,0
728,816.75,1.0,Smartphones,0
729,6485.51,0.8,Smartphones,1
730,4974.65,0.5,Laptops,1
731,16564.56,1.0,Smartphones,1
732,11181.68,0.89,Smartphones,1
733,7919.31,0.84,Headphones,1
734,732.52,0.2,Smartphones,1
735,10954.26,1.06,Smartphones,1
736,11252.19,0.65,Smartphones,1
737,12736.76,0.79,Smartphones,1
738,9077.33,0.68,Smartphones,1
739,10301.01,0.75,Headphones,1
740,4337.09,0.64,Smartphones,1
741,9638.23,0.65,Smartphones,1
742,679.52,0.17,Smartphones,0
743,13318.17,1.06,Headphones,1
744,2867.93,0.33,Smartphones,0
745,3435.21,1.67,Smartphones,1
746,5298.08,0.67,Laptops,1
747,1901.26,0.6,Smartphones,0
